Field Name,Data Type,Position,Length,Target Name,Required,Format,Transformation,Valid Values,Description
LOCATION-CODE,String,1,6,location_code,Yes,,"Default to '100030' 060 Txn needs to be created for Day 0 as well NOTE: Don't create 060 for [New Accounts (i.e. for which 200 is generated or CCI != 1) OR Charged-Off Accounts (ie. for which 900 is generated)] In other words, Create 060 only for all active accounts which are not charged off i.e. where CCI = 1 and accounts NOT getting charged-off Create just one 060 record per account; If there are more than one Contacts for an account then Create just one 060 record and that is for a Primary Contact.",100030,Location Code for Account
ACCT-NUM,String,7,18,acct_num,Yes,,Txn Type 060 is created only for pre-CO accounts that are not new i.e. for accounts for which CCI = 1; AND CHG-OFF-CD NOT EQUAL '1' (not charged-off) Create just one 060 record per account; If there are more than one Contacts for an account then Create just one 060 record and that is for a Primary Contact. ACCT-NUM = BR + CUS + LN,,Account Number
TRANSACTION-CODE,String,25,3,transaction_code,Yes,,Default to 060,060,Type of Transaction
TRANSACTION-DATE,Date,28,8,transaction_date,Yes,CCYYMMDD,For Daily files: Batch Date (ie. If C360 batch is running Today morning then Batch Date = Yesterday's Date),,Date of Transaction
